"species","frame_number","x","y","sequence_id","number_of_points","still_file","Path","site_id","CT_serial_number","Folder","xdim","ydim","cam_id","file_name","file_id","Time","Date","PA_cat","Dig","radius","angle","dtime","rtime","absangle"
"Mt",105,644.8712808,435.0479341,"OCGSV46_7",1,"PICT0009_01.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0009","PICT0009_OCGSV46","00:30","14/04/2017","strict","Y",2.07730267667061,0.305639016602922,0.0208333333333333,0.130899693899575,0.305639016602922
"Mt",149,852.5949092,696.6064625,"OCGSV46_9",1,"PICT0015_03.jpeg","F:\Stills\PNGSV\OCGSV46Stills\","OCGSV46","B101028490","OCGSV46Stills",720,480,"B10","PICT0015","PICT0015_OCGSV46","21:15","14/04/2017","strict","Y",0.638164826795031,0.52850614919373,0.885416666666667,5.56323699073192,0.52850614919373
"Mt",43,787.0842576,317.9104631,"OCGSV53_20",1,"EK000167_01.jpeg","F:\Stills\PNGSV\OCGSV53Stills\","OCGSV53","B140926006","OCGSV53Stills",720,480,"B14","EK000167","EK000167_OCGSV53","18:26","13/05/2017","strict","Y",2.09485939690524,0.460215309070622,0.768055555555556,4.82583538176432,0.460215309070622
"Mt",131,7.216591768,335.5477431,"OCGSV53_27",1,"EK000171_01.jpeg","F:\Stills\PNGSV\OCGSV53Stills\","OCGSV53","B140926006","OCGSV53Stills",720,480,"B14","EK000171","EK000171_OCGSV53","18:30","13/05/2017","strict","Y",2.34133748507967,-0.380150573020038,0.770833333333333,4.84328867428426,0.380150573020038
"Mt",0,-19.55555556,285.3333333,"OCGSV54_0",1,"PICT0029_01.jpeg","F:\Stills\PNGSV\OCGSV54Stills\","OCGSV54","B110307278","OCGSV54Stills",720,480,"B11","PICT0029","PICT0029_OCGSV54","22:13","26/04/2017","strict","Y",3.10553842918943,-0.40542602380853,0.925694444444444,5.8163097322711,0.40542602380853
"Mt",0,490.6666667,304.8888889,"OCGSV56_0",1,"a(13)_01.jpeg","F:\Stills\PNGSV\OCGSV56Stills\","OCGSV56","B140621051","OCGSV56Stills",720,480,"B14","a(13)","a(13)_OCGSV56","03:11","29/05/2017","strict","Y",1.69054474714995,0.140803130367052,0.132638888888889,0.833394717827292,0.140803130367052
"Mt",24,740.9304553,450.0122427,"OCGSV56_2",1,"a(43)_03.jpeg","F:\Stills\PNGSV\OCGSV56Stills\","OCGSV56","B140621051","OCGSV56Stills",720,480,"B14","a(43)","a(43)_OCGSV56","23:12","09/06/2017","strict","Y",0.694872800916615,0.41048112661763,0.966666666666667,6.07374579694027,0.41048112661763
"Da",72,818.9173271,426.3282544,"OCGSV57_26",1,"a(07)_07.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","a(7)","a(7)_OCGSV57","17:39","20/05/2017","strict","Y",1.32595514052866,0.492373398129102,0.735416666666667,4.62075919465499,0.492373398129102
"Da",78,752.2449207,488.3218954,"OCGSV57_27",1,"a(07)_13.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","a(7)","a(7)_OCGSV57","17:39","20/05/2017","strict","Y",1.08642778733437,0.420840428328075,0.735416666666667,4.62075919465499,0.420840428328075
"Mt",108,217.6959784,269.5896148,"OCGSV57_31",1,"a(12)_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","a(12)","a(12)_OCGSV57","23:48","22/05/2017","strict","Y",2.88174636627382,-0.152678294204745,0.991666666666667,6.23082542961976,0.152678294204745
"Mt",129,495.2398799,265.4835115,"OCGSV57_33",1,"a(24)_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","a(24)","a(24)_OCGSV57","03:32","06/06/2017","strict","Y",3.01837146070664,0.145099161214335,0.147222222222222,0.925024503556995,0.145099161214335
"Mt",150,65.88575492,231.5771517,"OCGSV57_35",1,"PICT0030_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0030","PICT0030_OCGSV57","19:37","27/04/2017","strict","Y",4.02625778160857,-0.315555813077111,0.817361111111111,5.13563132399331,0.315555813077111
"Da",170,112.4844313,269.1342939,"OCGSV57_37",1,"PICT0058_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0058","PICT0058_OCGSV57","17:59","10/05/2017","strict","Y",2.87680983269988,-0.265559991863459,0.749305555555556,4.7080256572547,0.265559991863459
"Da",204,682.7965894,305.3004307,"OCGSV57_39",1,"PICT0059_15.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0059","PICT0059_OCGSV57","18:03","10/05/2017","strict","Y",2.30341114740721,0.346329162665784,0.752083333333333,4.72547894977465,0.346329162665784
"Lt",210,610.4643157,337.2935518,"OCGSV57_41",1,"PICT0061_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0061","PICT0061_OCGSV57","18:50","12/05/2017","strict","Y",1.92086073521061,0.268723708931602,0.784722222222222,4.93055513688398,0.268723708931602
"Mt",230,379.1818031,294.0095113,"OCGSV57_43",1,"PICT0062_01.jpeg","F:\Stills\PNGSV\OCGSV57Stills\","OCGSV57","B100815620","OCGSV57Stills",720,480,"B10","PICT0062","PICT0062_OCGSV57","20:29","12/05/2017","strict","Y",2.44330276436039,0.0205801982554743,0.853472222222222,5.36252412675258,0.0205801982554743
"Da",23,371.5555556,416.8888889,"OCGSV58_0",1,"a(8)_02.jpeg","F:\Stills\PNGSV\OCGSV58Stills\","OCGSV58","B110304357","OCGSV58Stills",720,480,"B11","a(8)","a(8)_OCGSV58","17:03","05/06/2017","strict","Y",0.862124141964873,0.0123431811000479,0.710416666666667,4.4636795619755,0.0123431811000479
"Da",0,400,272,"OCGSV60_0",1,"a(07)_01.jpeg","F:\Stills\PNGSV\OCGSV60Stills\","OCGSV60","B131000470","OCGSV60Stills",720,480,"B13","a(7)","a(7)_OCGSV60","06:15","30/05/2017","strict","Y",2.57313852918691,0.0428510889081707,0.260416666666667,1.63624617374468,0.0428510889081707
"Da",66,128.9094142,304.8639525,"OCGSV60_6",1,"a(14)_01.jpeg","F:\Stills\PNGSV\OCGSV60Stills\","OCGSV60","B131000470","OCGSV60Stills",720,480,"B13","a(14)","a(14)_OCGSV60","17:55","05/06/2017","strict","Y",1.93755572767343,-0.247562080948926,0.746527777777778,4.69057236473476,0.247562080948926
"Lt",0,384,347.5555556,"OCPD08_0",1,"a(4)_01.jpeg","F:\Stills\APAPD\OCPD08Stills\","OCPD08","B1210811916","OCPD08Stills",720,480,"B12","a(4)","a(4)_OCPD08","05:13","05/06/2015","multiple-use","Y",1.68947395471113,0.0256062246645317,0.217361111111111,1.36572013968556,0.0256062246645317
"Lt",0,261.4520597,393.1883277,"OCPD11_0",1,"a(4)_01.jpeg","F:\Stills\APAPD\OCPD11Stills\","OCPD11","B120521018","OCPD11Stills",720,480,"B12","a(4)","a(4)_OCPD11","23:49","28/05/2015","multiple-use","Y",2.5631099651027,-0.105143362481194,0.992361111111111,6.23518875274974,0.105143362481194
"Lt",23,-70.40513194,761.7955104,"OCPD11_2",1,"a(5)_02.jpeg","F:\Stills\APAPD\OCPD11Stills\","OCPD11","B120521018","OCPD11Stills",720,480,"B12","a(5)","a(5)_OCPD11","19:42","30/05/2015","multiple-use","Y",0.913194178449545,-0.459210437717627,0.820833333333333,5.15744793964324,0.459210437717627
"Lt",43,175.5729757,380.7062761,"OCPD11_3",1,"a(8)_01.jpeg","F:\Stills\APAPD\OCPD11Stills\","OCPD11","B120521018","OCPD11Stills",720,480,"B12","a(8)","a(8)_OCPD11","10:05","07/06/2015","multiple-use","Y",2.81543507744335,-0.196769992434869,0.420138888888889,2.63981049364142,0.196769992434869
"Lt",65,474.6575015,426.7878277,"OCPD11_5",1,"a(9)_01.jpeg","F:\Stills\APAPD\OCPD11Stills\","OCPD11","B120521018","OCPD11Stills",720,480,"B12","a(9)","a(9)_OCPD11","05:07","11/06/2015","multiple-use","Y",2.0737377120233,0.12233107262012,0.213194444444444,1.33954020090565,0.12233107262012
"Lt",86,199.2525137,373.1991725,"OCPD11_7",1,"PICT0004_01.jpeg","F:\Stills\APAPD\OCPD11Stills\","OCPD11","B120521018","OCPD11Stills",720,480,"B12","PICT0004","PICT0004_OCPD11","10:35","17/04/2015","multiple-use","Y",2.91747650701459,-0.171505677019022,0.440972222222222,2.770710187541,0.171505677019022
"Lt",0,144.4444444,266.6666667,"OCPD21_0",1,"a(10)_01.jpeg","F:\Stills\APAPD\OCPD21Stills\","OCPD21","B100817126","OCPD21Stills",720,480,"B10","a(10)","a(10)_OCPD21","01:33","09/06/2015","multiple-use","Y",2.18157432199915,-0.231270024313664,0.0645833333333333,0.405789051088682,0.231270024313664
"Lt",0,612.8888889,281.7777778,"OCPD31_0",1,"a(24)_01.jpeg","F:\Stills\APAPD\OCPD31Stills\","OCPD31","B121017980","OCPD31Stills",720,480,"B12","a(24)","a(24)_OCPD31","15:55","15/06/2015","multiple-use","Y",2.24619757719279,0.269813737680717,0.663194444444444,4.16697358913646,0.269813737680717
"Lt",0,-84.5482913,611.3870693,"OCPD33_0",1,"a(7)_01.jpeg","F:\Stills\APAPD\OCPD33Stills\","OCPD33","B120100128","OCPD33Stills",720,480,"B12","a(7)","a(7)_OCPD33","17:27","10/06/2015","multiple-use","Y",0.579630561167716,-0.474300142552562,0.727083333333333,4.56839931709516,0.474300142552562
"Lt",0,816.4103152,416.0776663,"OCPD35_0",1,"EK000036_01.jpeg","F:\Stills\APAPD\OCPD35Stills\","OCPD35","B131200711","OCPD35Stills",720,480,"B13","EK000036","EK000036_OCPD35","11:10","12/05/2015","multiple-use","Y",1.29779718538123,0.488941974881035,0.465277777777778,2.9234264970905,0.488941974881035
"Lt",0,444,265.7777778,"OCPD37_0",1,"a(9)_01.jpeg","F:\Stills\APAPD\OCPD37Stills\","OCPD37","B120100832","OCPD37Stills",720,480,"B12","a(9)","a(9)_OCPD37","21:41","19/06/2015","multiple-use","Y",4.14634447633043,0.0896217863258611,0.903472222222222,5.67668339211156,0.0896217863258611
"Lt",0,847.0143818,671.3565546,"OCPD41_0",1,"EK000011_01.jpeg","F:\Stills\APAPD\OCPD41Stills\","OCPD41","B131200699","OCPD41Stills",720,480,"B13","EK000011","EK000011_OCPD41","04:33","14/05/2015","multiple-use","Y",0.65081909893765,0.52172741435174,0.189583333333333,1.19118721448613,0.52172741435174
"Lt",4,-90.73124129,601.5183315,"OCPD44_0",1,"PICT0008_05.jpeg","F:\Stills\APAPD\OCPD44Stills\","OCPD44","B120102688","OCPD44Stills",720,480,"B12","PICT0008","PICT0008_OCPD44","15:55","30/04/2015","multiple-use","Y",0.673430244086139,-0.480896892824792,0.663194444444444,4.16697358913646,0.480896892824792
"Lt",22,470.1264142,370.2230409,"OCPD44_1",1,"PICT0010_01.jpeg","F:\Stills\APAPD\OCPD44Stills\","OCPD44","B120102688","OCPD44Stills",720,480,"B12","PICT0010","PICT0010_OCPD44","01:31","16/05/2015","multiple-use","Y",1.35864169930911,0.11749673764602,0.0631944444444444,0.39706240482871,0.11749673764602
"Lt",0,718.621305,331.4073251,"OCPD45_0",1,"EK000014_01.jpeg","F:\Stills\APAPD\OCPD45Stills\","OCPD45","B131200426","OCPD45Stills",720,480,"B13","EK000014","EK000014_OCPD45","18:52","19/05/2015","multiple-use","Y",1.82191663943761,0.38418283562298,0.786111111111111,4.93928178314395,0.38418283562298
"Lt",0,506.6666667,267.5555556,"OCPD46_0",1,"a(5)_01.jpeg","F:\Stills\APAPD\OCPD46Stills\","OCPD46","B100815620","OCPD46Stills",720,480,"B10","a(5)","a(5)_OCPD46","04:30","03/06/2015","multiple-use","Y",1.52313996752285,0.157358985618801,0.1875,1.17809724509617,0.157358985618801
"Lt",0,477.3333333,251.5555556,"OCPD55_0",1,"EK000044_01.jpeg","F:\Stills\APAPD\OCPD55Stills\","OCPD55","B131200441","OCPD55Stills",720,480,"B13","EK000044","EK000044_OCPD55","01:42","23/06/2015","multiple-use","Y",2.89619097841701,0.125696527428258,0.0708333333333333,0.445058959258554,0.125696527428258
"Lt",0,322.6666667,291.5555556,"OCPD57_0",1,"a(14)_01.jpeg","F:\Stills\APAPD\OCPD57Stills\","OCPD57","B110307295","OCPD57Stills",720,480,"B11","a(14)","a(14)_OCPD57","00:37","02/06/2015","multiple-use","Y",2.64463646426954,-0.0398779695188651,0.0256944444444444,0.161442955809475,0.0398779695188651
"Da",0,701.1198552,419.6645531,"OCPD62_0",1,"a(05)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(5)","a(5)_OCPD62","16:09","30/05/2015","multiple-use","Y",1.40533749890594,0.365988234385259,0.672916666666667,4.22806011295626,0.365988234385259
"Da",147,304.0408873,315.1029596,"OCPD62_13",1,"a(17)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(17)","a(17)_OCPD62","09:16","15/06/2015","multiple-use","Y",2.48520473410596,-0.0600386536949923,0.386111111111111,2.42600766027212,0.0600386536949923
"Lt",168,230.5389387,381.1482027,"OCPD62_15",1,"a(23)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(23)","a(23)_OCPD62","04:01","18/06/2015","multiple-use","Y",1.77819637871051,-0.13889905417276,0.167361111111111,1.05156087432658,0.13889905417276
"Da",192,739.4004733,262.0231091,"OCPD62_17",1,"a(24)_05.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(24)","a(24)_OCPD62","17:54","22/06/2015","multiple-use","Y",3.17689826201904,0.407059592783266,0.745833333333333,4.68620904160477,0.407059592783266
"Da",208,646.3841975,221.9907878,"OCPD62_19",1,"a(26)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(26)","a(26)_OCPD62","06:24","26/06/2015","multiple-use","Y",4.93046371438797,0.307262228220084,0.266666666666667,1.67551608191456,0.307262228220084
"Da",21,652.7948729,418.5785984,"OCPD62_2",1,"a(07)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(7)","a(7)_OCPD62","16:00","02/06/2015","multiple-use","Y",1.4213650760241,0.314140255796307,0.666666666666667,4.18879020478639,0.314140255796307
"Da",233,761.7714764,279.6844273,"OCPD62_21",1,"a(28)_05.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(28)","a(28)_OCPD62","17:10","26/06/2015","multiple-use","Y",2.7614347258334,0.431061490653431,0.715277777777778,4.4942228238854,0.431061490653431
"Da",250,487.4323338,472.7815062,"OCPD62_23",1,"a(29)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(29)","a(29)_OCPD62","16:33","27/06/2015","multiple-use","Y",1.21445901709468,0.136722428026684,0.689583333333333,4.33277986807592,0.136722428026684
"Da",271,619.3035096,355.0393849,"OCPD62_25",1,"a(32)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(32)","a(32)_OCPD62","16:43","27/06/2015","multiple-use","Y",1.85774337320357,0.278207299287119,0.696527777777778,4.37641309937578,0.278207299287119
"Da",292,190.7221881,342.0877516,"OCPD62_27",1,"PICT0009_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0009","PICT0009_OCPD62","07:43","22/04/2015","multiple-use","Y",2.1801681375374,-0.181618532470229,0.321527777777778,2.02021860918344,0.181618532470229
"Da",313,38.83485161,286.7489545,"OCPD62_29",1,"PICT0017_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0017","PICT0017_OCPD62","10:15","27/04/2015","multiple-use","Y",3.31800624838303,-0.344578786058701,0.427083333333333,2.68344372494128,0.344578786058701
"Da",355,416.787061,431.5717637,"OCPD62_32",1,"PICT0023_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0023","PICT0023_OCPD62","05:58","29/04/2015","multiple-use","Y",1.40666546663846,0.0609269612263778,0.248611111111111,1.56206968053493,0.0609269612263778
"Da",375,486.2549125,402.1362334,"OCPD62_34",1,"PICT0026_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0026","PICT0026_OCPD62","18:06","29/04/2015","multiple-use","Y",1.55377428621349,0.135459170153694,0.754166666666667,4.73856891916461,0.135459170153694
"Da",400,436.6001136,648.4824042,"OCPD62_36",1,"PICT0033_06.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0033","PICT0033_OCPD62","17:25","02/05/2015","multiple-use","Y",0.790650870850426,0.0821844284430097,0.725694444444445,4.55967267083519,0.0821844284430097
"Da",416,-146.6407228,613.7656878,"OCPD62_37",1,"PICT0053_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0053","PICT0053_OCPD62","15:34","04/05/2015","multiple-use","Y",0.898493940083275,-0.543575933146806,0.648611111111111,4.07534380340676,0.543575933146806
"Da",42,322.6646565,351.2494095,"OCPD62_4",1,"a(08)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(8)","a(8)_OCPD62","06:39","03/06/2015","multiple-use","Y",2.01471021909454,-0.0400571712242336,0.277083333333333,1.74096592886434,0.0400571712242336
"Da",491,750.7863975,448.8612846,"OCPD62_43",1,"PICT0056_13.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0056","PICT0056_OCPD62","06:35","06/05/2015","multiple-use","Y",1.26383293052658,0.419275575615339,0.274305555555556,1.7235126363444,0.419275575615339
"Da",512,721.5224425,300.917841,"OCPD62_45",1,"PICT0057_13.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0057","PICT0057_OCPD62","06:39","06/05/2015","multiple-use","Y",2.42862015988103,0.387878214663423,0.277083333333333,1.74096592886434,0.387878214663423
"Da",521,327.0400463,224.0151356,"OCPD62_46",1,"PICT0058_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0058","PICT0058_OCPD62","08:15","06/05/2015","multiple-use","Y",5.77369425098477,-0.0353628059938356,0.34375,2.15984494934298,0.0353628059938356
"Da",542,461.3880013,448.8273813,"OCPD62_48",1,"PICT0061_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0061","PICT0061_OCPD62","08:27","08/05/2015","multiple-use","Y",1.31639964188169,0.108779407055861,0.352083333333333,2.21220482690281,0.108779407055861
"Da",545,-38.73644876,398.9128081,"OCPD62_50",1,"PICT0061_04.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0061","PICT0061_OCPD62","08:27","08/05/2015","multiple-use","Y",1.72940415116191,-0.427805202899021,0.352083333333333,2.21220482690281,0.427805202899021
"Da",563,214.7512862,248.1903711,"OCPD62_52",1,"PICT0062_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0062","PICT0062_OCPD62","08:43","08/05/2015","multiple-use","Y",4.49510690656022,-0.155837660869152,0.363194444444444,2.28201799698259,0.155837660869152
"Da",584,390.9203684,327.466458,"OCPD62_54",1,"PICT0063_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0063","PICT0063_OCPD62","08:56","08/05/2015","multiple-use","Y",2.25586997046882,0.0331745304905305,0.372222222222222,2.3387411976724,0.0331745304905305
"Da",609,312.1549408,536.2204214,"OCPD62_56",1,"PICT0069_05.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0069","PICT0069_OCPD62","06:34","09/05/2015","multiple-use","Y",1.03553172631573,-0.0513330680514026,0.273611111111111,1.71914931321441,0.0513330680514026
"Da",626,357.3674128,326.1154046,"OCPD62_58",1,"PICT0070_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0070","PICT0070_OCPD62","07:09","09/05/2015","multiple-use","Y",2.29253567240921,-0.00282450853125606,0.297916666666667,1.87186562276392,0.00282450853125606
"Da",63,798.5902698,455.9946688,"OCPD62_6",1,"a(10)_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","a(10)","a(10)_OCPD62","06:27","05/06/2015","multiple-use","Y",1.22760716608048,0.470564454152173,0.26875,1.68860605130451,0.470564454152173
"Da",647,-16.30037025,327.4451832,"OCPD62_60",1,"PICT0071_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0071","PICT0071_OCPD62","10:37","09/05/2015","multiple-use","Y",2.50692269750776,-0.403733485479964,0.442361111111111,2.77943683380097,0.403733485479964
"Da",668,333.4313982,264.9455896,"OCPD62_62",1,"PICT0072_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0072","PICT0072_OCPD62","10:41","09/05/2015","multiple-use","Y",3.59707362371842,-0.0285055106427795,0.445138888888889,2.79689012632091,0.0285055106427795
"Da",689,189.8153108,238.3500178,"OCPD62_64",1,"PICT0128_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0128","PICT0128_OCPD62","16:23","15/05/2015","multiple-use","Y",5.13558785511039,-0.18259152309734,0.682638888888889,4.28914663677606,0.18259152309734
"Da",710,667.2058236,439.1465845,"OCPD62_66",1,"PICT0194_01.jpeg","F:\Stills\APAPD\OCPD62Stills\","OCPD62","B101014253","OCPD62Stills",720,480,"B10","PICT0194","PICT0194_OCPD62","16:54","18/05/2015","multiple-use","Y",1.32024751961109,0.329601796137938,0.704166666666667,4.42440965380562,0.329601796137938
